news,class
厦门中山路繁华商圈迎来一支特殊的表演队。表演现场6月12日下午，在厦门司法强制隔离戒毒所、思明区委政法委、思明区禁毒办的指导下，由思明区中华街道党工委、办事处主办的全民禁毒宣传月文艺演出，于中山路商业步行街举行。思明区老年人艺术协会的演员们，倾情表演了禁毒歌曲《生命》等紧扣“健康生活，绿色无毒”主题的8个精彩节目，通过艺术形式鼓励群众增强禁毒意识，主动参与禁毒工作，筑牢拒毒防线，共享平安幸福生活。思明区禁毒大队、中华派出所民警以及12个参与单位的禁毒志愿者们，以毒品仿真模具讲解等形式，向步行街上的游客和群众同步开展识毒、防毒宣传，提升了现场游客、群众对禁毒工作的参与度和满意率。(刘伦春、兰一波),0
北京明日起天安门广场及周边交通管制。明日起部分路段实行交通管制京华时报讯双方向，禁止各种车辆和行人通行。五、活动期间，天安门广场、毛主席纪念堂、人民大会堂、国家博物馆、天安门城楼、端门城楼、正阳门及广场周边商业网点停止对外开放和营业。前往中山公园、劳动人民文化宫参观游览的游人，可由中山公园西门、东北门，劳动人民文化宫东门、西北门出入。一、天安门广场地区：10月1日0时至10月7日24时，广场东、西侧路、人民大会堂南侧路禁止车辆通行(持专项活动通行证的机动车除外)。二、景山地区：10月1日至10月7日，每天7时至17时，对下列道路采取以下交通管理措施(公共电、汽车除外)：1.景山东街禁止机动车由北向南行驶；2.景山后街禁止机动车由西向东行驶；3.景山西街禁止机动车由南向北行驶。三、香山地区：10月1日至10月7日，每天8时至17时，采取以下交通管理措施：以下道路实行机动车单向行驶：1.杰王府路由买卖街东口至公交车总站后街东口禁止机动车由南向北行驶(大型载客汽车除外)；2.杰王府路由公交车总站后街东口至香山南路禁止机动车由东向西行驶。四、京藏高速公路及周边道路:10月1日至10月7日，每天3时至15时，京藏高速公路百葛桥六环路出口至营城子收费站出京方向，禁止4吨(不含)以上载货汽车通行。机动车可绕行六环路、京新高速公路、110国道。,0
邮政局:前5月全国快递量达223亿件你贡献了多少?。中新网6月12日电据国家邮政局网站消息，国家邮政局6月12日公布5月邮政行业运行情况，1-5月份，邮政行业业务收入累计完成3711.8亿元，同比增长20.8%；全国快递服务企业业务量累计完成223亿件，同比增长24.9%。资料图：大学生有序领取各自的快件。中新社记者泱波摄1-5月份，邮政行业业务收入(不包括邮政储蓄银行直接营业收入)累计完成3711.8亿元，同比增长20.8%；业务总量累计完成5789.3亿元，同比增长28.1%。5月份，全行业业务收入完成780亿元，同比增长21.7%；业务总量完成1309.3亿元，同比增长30%。1-5月份，邮政服务业务总量累计完成985.1亿元，同比增长19.4%；邮政寄递服务业务量累计完成99.7亿件，同比增长0.4%；邮政寄递服务业务收入累计完成176.7亿元，同比增长6.8%。5月份，邮政服务业务总量完成189.3亿元，同比增长17.8%；邮政寄递服务业务量完成19.9亿件，同比下降3.2%；邮政寄递服务业务收入完成32.8亿元，同比增长5.6%。1-5月份，全国快递服务企业业务量累计完成223亿件，同比增长24.9%；业务收入累计完成2753.6亿元，同比增长23.1%。其中，同城业务量累计完成41.3亿件，同比增长0.6%；异地业务量累计完成176.5亿件，同比增长32.7%；国际/港澳台业务量累计完成5.1亿件，同比增长17.3%。5月份，全国快递服务企业业务量完成52.3亿件，同比增长25.2%；业务收入完成618.1亿元，同比增长24.2%。1-5月份，同城、异地、国际/港澳台快递业务量分别占全部快递业务量的18.5%、79.2%和2.3%；业务收入分别占全部快递收入的10.5%、52.3%和10.1%。与去年同期相比，同城快递业务量的比重下降4.5个百分点，异地快递业务量的比重上升4.7个百分点，国际/港澳台业务量的比重下降0.2个百分点。1-5月份，东、中、西部地区快递业务量比重分别为80%、12.6%和7.4%，业务收入比重分别为80.5%、11.1%和8.4%。与去年同期相比，东部地区快递业务量比重下降0.4个百分点，快递业务收入上升0.2个百分点；中部地区快递业务量比重上升0.6个百分点，快递业务收入比重基本持平；西部地区快递业务量比重下降0.2个百分点，快递业务收入比重下降0.2个百分点。1-5月份，快递与包裹服务品牌集中度指数CR8为81.6，较1-4月上升0.1。,1
河南一学校租农民土地建别墅学生报名处成售楼部。太康县华夏外国语小学大肆租用农民土地，开发商品房和独院别墅，“学生报名处”成了“售楼部”。对此，当地多部门称执法困难，前往执法时曾两次遭遇校园人员围攻。太康副县长：还不了解情况学校对执法部门的执法为何会是对抗?该学校有何背景?各部门难道对该校的违规行为毫无办法?昨日下午，电话采访了太康县分管国土、住建的副县长李明朗。李明朗称他还不了解这个情况，等了解具体情况后再向反馈。对于此事，多次电话联系太康县教体局宋局长。宋局长均以正在开会为由，挂断了电话。,1
广东一卫计局副局长50余亲属冲击手术室2人被拘。官方通报继续公布广东翁源卫计局副局长家属医闹事件细节。来自韶关市公安局的通报称，翁源县卫计局副局长李烟柱的50多名亲属18日曾冲击县医院麻醉科手术室，后由县委副书记组织相关部门到现场处置才将家属劝离。目前，公安机关已将该事件立为治安案件，拘留了闹事的曾秀勤亲属2人。1广东韶关市公安局官方微博@平安韶关在10月21日凌晨发布了事件最新通报。通报称：产妇曾秀琴于2016年10月8日到翁源县人民医院打算进行剖宫产术。医院给产妇麻醉成功后，在准备对产妇手术前，医生检查产妇未闻胎心声，遂停止了剖宫手术，建议实行引产术终止妊娠。治疗3天之后，产妇曾秀琴转送粤北医院进行引产术，引产一死胎儿，曾秀琴一方认为胎儿死亡是因为翁源县人民医院麻醉手术不当造成，要求医院一方对胎儿死亡负责赔偿。在8月至17日期间，县卫计委部门成立调处工作小组积极介入调解，按医疗纠纷处置机制进行调处，并多次组织产妇亲属和医院进行了多次调解协调，未达成共识。10月18日，其亲属约50多人再次到人民医院讨说法未果，情绪冲动冲击翁源县人民医院麻醉科手术室，对医院的正常工作秩序造成了影响，18日由县委副书记组织相关部门到现场处置，曾秀琴家属被劝离人民医院。19日，该事件逐渐在媒体上发酵传播，相关转发及评论迅速飙升，引发社会各界广泛关注。通报称，事件发生后成立了县委、县政府处置协调领导小组，由县委副书记任组长，有关县委领导任副组长，全面调查整个医闹纠纷。通报还称，公安机关已将该事件立为治安案件，拘留了闹事的曾秀勤亲属2人。10月20日，澎湃新闻报道，广东省韶关市翁源县人民医院一名产妇在剖宫产分娩过程中，打完麻醉后发现胎儿死亡。在医院与产妇协调期间，产妇亲属被指曾在医院闹事，对麻醉科及当事麻醉医生进行“骚扰”。此事其后被知情者发布到网络上，并称当事产妇家属系当地卫计局副局长李烟柱。20日早上，翁源县政府网站发布公告称，10月18日，产妇亲属曾出现过激行为，影响了医院的正常医疗秩序；产妇正是翁源县卫计局副局长李烟柱的家属。10月20日18时16分，翁源县人民政府官网再次对翁源县人民医院“医闹”事件进行通报。通报称，已对亲属涉及“医闹”事件的翁源县卫计局副局长李烟柱进行停职处理，责令其配合相关调查。卫计局副局长被指医闹官方:其系死亡胎儿家属10月8日晚20点45分，产妇进入手术室准备进行剖宫产，当时的胎心监护评分为4分。她在给产妇进行麻醉后，接手的妇产科医生发现胎儿没有了胎心。雷颖回忆，从10月9日起，产妇家属开始来到医院“闹事”。她在去当地卫计局“讲经过”的时候，曾被十几人围住要解释，并受到人身威胁。据雷颖称，10月18日，产妇亲属甚至冲进手术室无菌区，现场有医生被抢手机，一名男护士挨了巴掌。雷颖说，她从来没想过家属会将矛头指向她，“硬说是麻醉打死的”。,0
这个团伙通过编造“精准扶贫”等虚假项目使大量群众受骗。：在此次“飓风2019”专项行动中，广州、韶关两地警方还联合侦破了一起涉及民族资产解冻类的系列诈骗案，共抓获犯罪嫌疑人90人。这个团伙通过编造“精准扶贫”等虚假项目，宣称缴纳一定资金便可获得国家提供的丰厚回报，致使大量群众受骗。今年年初，广东警方接到线索称，一犯罪团伙打着国家、中央旗号，利用微信、QQ等平台组建各种社交群发展下线，采取非接触式手段进行宣传推广，编造“精准扶贫”等项目进行诈骗。接到线索后，警方立即展开调查。与此同时，广州警方也接到有关该团伙的线索。经过调查，警方发现，诈骗分子采取传销式手段对群众进行洗脑，让受害人相信只需缴纳小额的资金，就可以在未来的某个特定时间，获得巨大的回报。今年2月27号到3月21号，在广东省公安厅的统一指挥下，广州、韶关市公安机关展开收网行动，打掉犯罪团伙2个，抓获犯罪嫌疑人90名，现场缴获一批手机、电脑、公章、任命书、证书等作案工具。目前，案件还在进一步审理中。,0
网约车司机月入万元成泡影如今勉强3000元。曾经收入超白领，如今心拔凉拔凉的“今年年初买的丰田雷凌，全部弄好14万，现在能卖多少钱？”“最多10万了。”“才半年时间，要亏4万？”“没办法，二手车市场就是这样的，上了牌开始就直接打8折，何况你还跑了这么多公里数。”这是一则在宁波某滴滴优步群里的对话，类似这样的对话每天出现在各大群里，不少滴滴、优步司机正在退出网络约租车市场，并且把手中的车辆卖掉。随着国庆节后各地网约车管理意见征求稿的出台，滴滴、优步平台上大量司机面临并不明朗的未来选择了退出。或许你去年天天能看到滴滴司机月入好几万的故事，但是已经成为过去式，可能再也不会出现了。去年5月，王彬8万元购置了一辆日产阳光，成为一名全职网约车司机。他从月薪5000元的快递员，一跃成为了月收入近2万元的中产。不过，好景不长，今年春节后，王彬发现，补贴在降低，收入在锐减。而今年8月份滴滴和优步合并后，奖励几乎取消。在宁波，像王彬这样的网约车司机有几万名是宁波一家本地的二手车商，最近生意特别好，特别是10万元以下的低端车销量不错。“他们很多都是跑滴滴和优步的，最近宁波新政要出台，要12万元以上的车子才能做，很多不符合条件的车主都选择卖出退出网约车。”李哲告诉说。他表示，由于是跑滴滴和优步，不少司机基本都是选择日系车，他告诉，最近一周，这类车辆的挂牌量足足翻了一倍。近8成司机表示新政后肯定退出最近一周，也在网上加了十几个滴滴、优步群，分别询问了86个网约车司机，68个司机明确表示，新政出台以后，肯定要退出网约车，占比79%。“现在车价8万元都赚不到钱，以后要12万元以上的车辆，并且保险要买出租保险，价格要贵2倍，这样算下去，可能每个月还要倒贴钱。”网约车司机王克雷向表示。他还表示，他选择退出，除了赚不到钱，而且还苦不堪言。他表示，最近一年做网约车司机以来，打破了他以前的生活方式，起早贪黑，最晚凌晨三点睡觉，一日三餐都是马马虎虎，有时候在路上开着车连急着上个厕所都得乘客同意才停一小会儿，辛劳真的无法用言语表达。很多时候根本不赚钱，比如接了起步价的单子，8元扣除滴滴平台费后，实际收入5.8元，这5.8元还不包括油费、手机费、流量费、车损费，因为滴滴派单几公里去接，天冷天热都得空调打着，然后送客人到几公里的目的地再然后空车开回，有时候到了客人见不着还得电话打几个，算下来，根本没有任何利润。不过，为了多赚一些钱，为了奖励补贴，王克雷不得不早起晚归，基本上早上7点为了拿早高峰奖励已经在路上了，一直开到晚上7点晚高峰结束。但是这期间，他养成了晚睡早起，每天只吃一顿饭喝一杯咖啡的生活状态。“为了挣钱，真的太不容易了，我发自内心的舍不得吃贵东西。”王克雷向表示。在资本刺激和补贴推动下，“月入过万”曾是不少人加入滴滴、优步等网约车大军的重要理由。由于没有足够的资金购买车辆，此前不少希望加入滴滴、优步的车主不得不通过贷款买车，每月偿还数千元的月供。而现在，断崖式递减的收入，以及即将而来的新政，让这些贷款买车的专车司机的“致富梦”化作泡影。来自河南的赵师傅做滴滴快车已快两年了，经历了滴滴从一家创业公司成长为巨无霸的过程。赵师傅告诉，他刚跑滴滴的时候，月收入超过2万，今年以来，随着司机端补贴的不断下调、满单奖励取消，现在同样是每天至少干12个小时，每月不休息一天，他抛弃成本后实际收入只有3000元。收入大幅减少，赵师傅觉得有必要寻找下一个工作了。“干这个自由惯了，实在干不下去就回老家吧。”赵师傅无奈表示。赵师傅还算做入行早，可以提前把贷款还清，而不少今年贷款买车的司机，可能今年白忙活，因为贷款买车的车价以及手续费、利息都要比市场高出不少，随着政策的改变，他们不得不选择退出这个行业，但是车贷没有还清以前，他们前期缴纳的费用等于送给了相关租赁公司。,0
云南一重污染企业屡遭举报拒不停工:我家企业特殊。云南是2016年第一批中央环保督察组督察的省份之一。7月15日，督察组开始了云南省的环保督察工作。仅仅半个月时间，中央环保督察组就接到群众对一家叫做云南先锋化工的企业高达46次的投诉和举报。11月23日，中央环境保护督察组向云南省委、省政府反馈了督察情况。又一次点了这家企业的大名，督查组指出：“个别企业环境问题群众反映强烈，云南先锋化工有限公司生产过程中的恶臭污染问题长期得不到有效解决。”云南先锋化工究竟是何方神圣，央视财经《经济半小时》进行了调查。2016年11月20号，央视财经来到云南省昆明市寻甸县金所乡工业园。当得知是来找先锋化工这个企业的时候，出租车司机直接把我们带到了先锋化工的所在地，指着窗外远处冒着灰白色浓烟的烟囱告诉我们，这就是云南先锋化工的。在距离厂区50米远的地方看到，先锋化工滚滚浓烟不断从烟囱冒出，在空中飘出数十米远，整个天空被染成了一片灰色。在街道旁边停留了一个小时，先锋化工烟囱里冒出的烟始终没有停止过。源源不断，此起彼伏。渭所村，是距离先锋化工最近的村庄，与先锋化工只有一街之隔。滚滚浓烟，让这里的村民饱受其害，不光味道刺鼻，而且有大量的黑色粉尘。村民告诉央视财经《经济半小时》，这些黑色粉尘从天空中落下来，落在农作物上，地里的麦子都死光了，绿油油的蔬菜上长满了黑斑，既不敢卖，也不敢吃。即使在距离先锋化工足足10公里远的县城，居民也时常遭受呛鼻化工气体的困扰，甚至连窗户都不敢开。在全国企业信用信息公示系统，央视财经《经济半小时》看到了这个企业的注册登记信息，云南先锋化工有限公司成立于2009年9月24日，注册资金12.5亿人民币，两大股东分别是云南解化清洁能源开发有限公司和云南省工业投资控股集团有限责任公司。先锋化工以褐煤为原料，生产甲醇、汽油、液化天然气等产品，是云南省寻甸县最大的招商引资项目。但是随着调查的深入，我们发现，这个以节能、环保、生产洁净化项目著称的企业，从试生产以来就背上了各种环境违法的坏名声，成了环保部门黑名单上的常客。2014年5月，云南省环境保护厅向先锋化工下达了《关于云南先锋化工有限公司环保问题限期整改的通知》；同时责令其停止违法行为；限于2014年7月31日完成相关整改工作；2015年6月，针对先锋化工超期试生产、违法排污的行为，云南省环境保护厅又下达了《责令改正违法行为决定书》，要求其立即停止违法排污行为；随后，云南省环境保护厅又对先锋化工进行行政处罚，罚款10万元；除了行政处罚，当地百姓对先锋化工肆无忌惮的污染行为怨声载道。在人民网地方领导留言板中，有4条内容都是关于云南先锋化工有限公司污染问题的投诉和举报；当地环保部门曾经一年接到关于先锋化工的投诉高达177次；2016年3月16日仅一天，环保部门就受理投诉107件。,0
中国银行成都蜀都大道支行扎实推进廉洁文化建设。（王军）为坚定不移地推进廉洁文化建设，2019年以来，中国银行成都蜀都大道支行通过开展丰富多彩、“廉”味十足的活动营造浓厚的廉洁文化氛围，深化“川心廉”品牌内涵，着力让廉洁文化融入员工内心，体现在同事关系以及银企交往，助力经营管理和业务发展，让“亲”“清”关系相得益彰。今年年初，该行举办了“廉”味闹元宵活动，结合传统节日进行猜廉洁灯谜、写廉洁对联活动，弘扬廉洁文化、展示员工廉洁精神风貌。在纪念五四运动100周年之际，该行与“廉洁伙伴”单位共赴雅安八步乡八步小学开展了主题为“青春携手爱心同行”的活动。通过扶贫、公益作为桥梁纽带，巩固和加深与企业的合作关系，用实际行动践行社会责任，构建清清爽爽的银企关系。近日，该行组织青年员工参与了“廉洁伙伴”单位青羊区纪委举办的心理辅导讲座，引导员工以积极健康、清新阳光的心态投入工作和生活，避免因心理问题引发违规违纪问题。目前，该行已经与7家单位签署“廉洁伙伴协议”，通过公开承诺、相互监督、交流共建，持续推进正风肃纪和业务发展。一直以来，该行党委牢固树立“四个自信”，以高度的责任感和使命担当，积极贯彻落实党中央工作部署，认真履行党风廉政建设主体责任，把廉洁文化建设作为全面从严治党的重要举措，并取得了良好成效。中国银行成都蜀都大道支行相关负责人表示，廉洁文化建设是响应中央战略布局，防范化解金融领域重大风险的一项重大工程。该行还将围绕中国银行四川省分行“灯塔领航坐标工程”部署，将廉洁文化建设推向新的高度，以“蜀一蜀二”的廉洁文化助力业务发展，为治蜀兴川服务四川经济发展贡献力量。,0
铁总证实高铁15元盒饭售完即止：提供多档次饮食。高铁上的盒饭。东方IC图针对“高铁15元盒饭售完即止”这一情况，铁路总公司宣传部工作人员向澎湃新闻证实称，1月13日，澎湃新闻以旅客身份致电12306客服热线获悉，据中央人民广播电台下属微博号@中国之声报道，中国铁路总公司运输局营运部副主任黄欣表示，这一次修订的新规范，除了餐食以外，还增加了新的内容。比如根据中国妇联要求，对于地级城市以上主要车站设置哺乳室做了详细规定。黄欣表示，对于餐食也按照实事求是的态度，不再针对某个单一餐食品种做硬性规定，而是要求针对多样化需求为旅客提供高、中、低档不同饮食产品，目前已经发展到400多个品种，中国铁路餐饮供应不但有10元以上的，还有很多10元以下的，比如饺子、包子、面包等。1月13日，中国铁路总公司宣传部工作人员向澎湃新闻再次证实了上述说法的真实性。公开资料显示，2015年1月1日开始实行的铁路旅客运输服务质量规范的餐饮经营中，明确规定高铁上供应品种多样，有高中低不同价位的预包装饮用水、盒饭等旅行饮食品，2元预包装饮用水和15元盒饭不断供。,1
外交部回应欧盟言论：望客观看待香港特区修订条例。外交部发言人耿爽在今天（13日）的例行会上就香港修例事件的最新局势回答提问。针对欧盟称香港修例损害了香港人民自由权利，耿爽表示，中方对欧盟方面的错误言论强烈不满和坚决反对。外交部发言人耿爽：香港事务纯属中国内政，任何国家、组织和个人都无权干预。中方对欧盟方面就特区修例发表不负责任的错误言论表示强烈不满和坚决反对。我们要求欧盟方面能客观公正地看待香港特区依法修例，谨言慎行，停止以任何方式来干预香港的事务、中国的内政。耿爽表示，香港特区行政长官以及有关负责官员已经就最新的事态发表了评论，指出香港金钟一带发生的情况不是和平集会，而是公然有组织地发动暴动。任何损害香港繁荣稳定的行为，都是香港主流民意所反对的，任何文明法治的社会都不会容忍破坏和平安宁、罔顾法纪的违法行为。中国中央政府强烈谴责各类的暴力行为，支持香港特区政府依法予以处理。编辑彭启航,0
